ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277500.0,7046000.0,10.0,1.88,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272504.9958970152,7056899.517883048,278489.11,7047016.77,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271157.3115233722,7056503.565440008,279987.96,7055984.03,10.0,-2.22,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271508.5652989,7047507.284453673,0
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277493.82,7046019.02,10.0,1.88,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272496.90208313393,7056917.659456376,278483.66,7047025.16,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271151.30003335816,7056511.521169017,279981.95,7055976.04,10.0,-2.22,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271501.7123942156,7047500.138158452,1
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277490.73,7046028.53,10.0,1.89,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272492.7883164878,7056926.763113622,278478.21,7047033.54,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271145.2919435173,7056519.46947454,279981.95,7055976.04,10.0,-2.22,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271501.7123942156,7047500.138158452,2
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277484.52,7046047.54,10.0,1.89,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272484.6826425264,7056944.902494075,278472.75,7047041.92,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271139.278486302,7056527.4213118125,279969.88,7055960.09,10.0,-2.22,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271487.9872665602,7047485.845347051,3
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277484.52,7046047.54,10.0,1.89,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272484.6826425264,7056944.902494075,278467.28,7047050.29,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271133.26386108383,7056535.369931004,279963.83,7055952.13,10.0,-2.22,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271481.12083043635,7047478.703038866,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277481.4,7046057.04,10.0,1.89,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272480.6257314244,7056953.97205419,278461.8,7047058.66,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271127.2438923188,7056543.322103321,279963.83,7055952.13,10.0,-2.22,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271481.12083043635,7047478.703038866,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277481.4,7046057.04,10.0,1.89,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272480.6257314244,7056953.97205419,278461.8,7047058.66,10.0,2.15,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271127.2438923188,7056543.322103321,279951.64,7055936.27,10.0,-2.23,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271467.30560885876,7047464.427556036,6
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277471.86,7046085.49,10.0,1.9,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272468.35889805143,7056981.2272577835,278445.23,7047083.67,10.0,2.16,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271109.0970705856,7056567.160298975,279939.33,7055920.51,10.0,-2.24,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271453.46251775423,7047450.164415727,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277468.61,7046094.94,10.0,1.91,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272464.22375208273,7056990.323378134,278445.23,7047083.67,10.0,2.16,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271109.0970705856,7056567.160298975,279939.33,7055920.51,10.0,-2.24,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271453.46251775423,7047450.164415727,8
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277468.61,7046094.94,10.0,1.91,"[[277500, 7046000, 10.0], [272000, 7058000, 10.0]]",272464.22375208273,7056990.323378134,278439.67,7047091.98,10.0,2.16,"[[278500, 7047000, 10.0], [270000, 7058000, 10.0]]",271103.06302817084,7056575.103345095,279933.12,7055912.67,10.0,-2.25,"[[280000, 7056000, 10.0], [270000, 7046000, 10.0]]",271446.50198525813,7047443.041398157,9
