ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048000.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11355999316,7053994.980610127,273000.0,7046000.0,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276791.5883060219,7057374.674991548,279992.34,7048006.43,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270629.7211627567,7055496.3996422365,0
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048005.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11334787006,7053999.980610127,273003.09,7046009.51,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276794.74621226254,7057384.162359857,279992.34,7048006.43,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270629.7211627567,7055496.3996422365,1
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048015.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1129228193,7054009.980610127,273009.27,7046028.53,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276801.0623476235,7057403.136986209,279977.02,7048019.28,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270614.12735738116,7055508.907252849,2
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048015.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1129228193,7054009.980610127,273012.36,7046038.04,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276804.22057730483,7057412.624244249,279969.36,7048025.71,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270606.32784677047,7055515.162787287,3
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048030.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1122832482,7054024.980610126,273015.45,7046047.55,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276807.37891546485,7057422.111465944,279954.03,7048038.56,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270590.7264319312,7055527.673348328,4
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048030.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1122832482,7054024.980610126,273015.45,7046047.55,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276807.37891546485,7057422.111465944,279954.03,7048038.56,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270590.7264319312,7055527.673348328,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048035.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11206951184,7054029.980610126,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,279946.36,7048044.97,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270582.9007543428,7055533.916747391,6
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048035.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11206951184,7054029.980610126,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,279946.36,7048044.97,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270582.9007543428,7055533.916747391,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048045.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11164123897,7054039.980610126,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,279931.01,7048057.8,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270567.29499416123,7055546.426873254,8
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048045.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11164123897,7054039.980610126,273027.83,7046085.59,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276820.0161753518,7057460.065712837,279923.33,7048064.2,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270559.495557,7055552.67748816,9
