ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277496.25,7046009.27,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.70880310325,7055784.82572049,281490.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395292096,7052000.019622529,0
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277492.51,7046018.54,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7407076762,7055784.800904064,281480.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952924133,7052000.019639699,1
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277488.76,7046027.82,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74067642505,7055784.820481426,281470.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952927294,7052000.0196569115,2
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277485.01,7046037.09,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.770494773,7055784.799532324,281460.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395293044,7052000.019674126,3
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277481.25,7046046.35,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8021083755,7055784.774428352,281450.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395293358,7052000.019691384,4
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277477.48,7046055.61,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8315984015,7055784.753209585,281440.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952936706,7052000.019708664,5
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277473.69,7046064.87,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8567823793,7055784.739794564,281430.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395293982,7052000.019725989,6
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277469.89,7046074.12,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.88375561975,7055784.722230654,281420.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395294292,7052000.019743337,7
275000.0,7044580.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277466.06,7046083.36,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8839036067,7055784.737370965,281410.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952946013,7052000.019760729,8
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,277458.34,7046101.8,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.93537888536,7055784.700951393,281390.0,7052000.0,10.0,3.14,"[[281500, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952952154,7052000.019795583,9
