ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277000.0,7046000.0,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273208.5137292904,7057374.685929775,273000.0,7046000.0,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276791.5883060219,7057374.674991548,281990.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395276794,7052000.018800833,0
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276996.91,7046009.51,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273205.3544612279,7057384.172832316,273003.09,7046009.51,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276794.74621226254,7057384.162359857,281980.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952771676,7052000.018816593,1
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276993.82,7046019.02,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273202.195083468,7057393.6596970195,273009.27,7046028.53,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276801.0623476235,7057403.136986209,281970.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039527754,7052000.018832375,2
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276993.82,7046019.02,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273202.195083468,7057393.6596970195,273009.27,7046028.53,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276801.0623476235,7057403.136986209,281960.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952779114,7052000.018848181,3
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276993.82,7046019.02,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273202.195083468,7057393.6596970195,273009.27,7046028.53,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276801.0623476235,7057403.136986209,281960.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952779114,7052000.018848181,4
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276990.73,7046028.53,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273199.01290203014,7057403.151370104,273012.36,7046038.04,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276804.22057730483,7057412.624244249,281960.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952779114,7052000.018848181,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276984.55,7046047.55,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273192.6941665765,7057422.125109404,273018.55,7046057.06,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276810.5387917452,7057431.601508216,281930.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952783416,7052000.018895775,6
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276981.45,7046057.06,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273189.53320286964,7057431.614780851,273021.64,7046066.57,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276813.6973406271,7057441.088658428,281910.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952790744,7052000.018927655,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276981.45,7046057.06,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273189.53320286964,7057431.614780851,273021.64,7046066.57,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276813.6973406271,7057441.088658428,281910.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952790744,7052000.018927655,8
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276978.36,7046066.57,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273186.373565494,7057441.1015598,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,281900.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952794394,7052000.018943616,9
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276975.26,7046076.08,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273183.2124004252,7057450.591163357,273027.83,7046085.59,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276820.0161753518,7057460.065712837,281900.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952794394,7052000.018943616,10
