ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277500.0,7046000.0,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.67913237034,7055784.846586392,268510.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280500.0,7052000.0,0
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277492.51,7046018.54,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7407076762,7055784.800904064,268520.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280510.0,7052000.0,1
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277492.51,7046018.54,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7407076762,7055784.800904064,268530.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280520.0,7052000.0,2
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277488.76,7046027.82,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74067642505,7055784.820481426,268530.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280520.0,7052000.0,3
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277485.01,7046037.09,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.770494773,7055784.799532324,268550.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280540.0,7052000.0,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277477.48,7046055.61,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8315984015,7055784.753209585,268560.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280550.0,7052000.0,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277473.69,7046064.87,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8567823793,7055784.739794564,268560.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280550.0,7052000.0,6
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277473.69,7046064.87,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8567823793,7055784.739794564,268580.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280570.0,7052000.0,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277469.89,7046074.12,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.88375561975,7055784.722230654,268580.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280570.0,7052000.0,8
275000.0,7044580.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,277458.34,7046101.8,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.93537888536,7055784.700951393,268600.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280590.0,7052000.0,9
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277454.44,7046111.01,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9563694731,7055784.69034852,268630.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280620.0,7052000.0,10
275000.0,7044600.0,10.0,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277450.51,7046120.21,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9522248592,7055784.708951635,268640.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280630.0,7052000.0,11
275000.0,7044610.0,10.0,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277446.55,7046129.39,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9719277105,7055784.697738074,268650.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280640.0,7052000.0,12
275000.0,7044620.0,9.75,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277442.56,7046138.56,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9890303879,7055784.690234101,268660.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280650.0,7052000.0,13
275000.0,7044629.75,9.52,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277442.56,7046138.56,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9890303879,7055784.690234101,268660.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280650.0,7052000.0,14
275000.0,7044629.75,9.52,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277430.41,7046165.99,10.0,1.99,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.01169661584,7055784.695925415,268680.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280670.0,7052000.0,15
275000.0,7044648.6,9.14,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277430.41,7046165.99,10.0,1.99,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.01169661584,7055784.695925415,268680.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280670.0,7052000.0,16
275000.0,7044648.6,9.14,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277426.29,7046175.1,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0049336451,7055784.70956407,268700.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280690.0,7052000.0,17
274999.98,7044666.71,8.83,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277422.15,7046184.2,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0167862834,7055784.704598216,268720.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280710.0,7052000.0,18
274999.96,7044675.54,8.7,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,1.0,277417.97,7046193.29,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02382993116,7055784.7072751755,268720.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280710.0,7052000.0,19
274999.94,7044684.24,8.58,1.57,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277409.53,7046211.42,10.0,2.01,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0227425073,7055784.718677319,268740.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280730.0,7052000.0,20
274999.9,7044692.81,8.47,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277405.27,7046220.47,10.0,2.01,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0279967163,7055784.720582974,268750.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280740.0,7052000.0,21
274999.86,7044701.28,8.37,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277396.66,7046238.52,10.0,2.02,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02288117626,7055784.730796803,268760.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280750.0,7052000.0,22
274999.8,7044709.65,8.27,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277392.31,7046247.53,10.0,2.02,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02413754055,7055784.735854285,268770.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280760.0,7052000.0,23
274999.74,7044717.92,8.18,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277387.94,7046256.52,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0150774708,7055784.740390377,268790.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280780.0,7052000.0,24
274999.67,7044726.1,8.09,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277387.94,7046256.52,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0150774708,7055784.740390377,268790.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280780.0,7052000.0,25
274999.67,7044726.1,8.09,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277383.55,7046265.5,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0193398955,7055784.737030353,268800.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280790.0,7052000.0,26
274999.48,7044742.21,7.95,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277383.55,7046265.5,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0193398955,7055784.737030353,268800.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280790.0,7052000.0,27
274999.48,7044742.21,7.95,1.58,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277370.22,7046292.38,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094170826,7055784.746079934,268820.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280810.0,7052000.0,28
274999.26,7044758.06,7.84,1.59,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277370.22,7046292.38,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094170826,7055784.746079934,268830.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280820.0,7052000.0,29
274999.13,7044765.9,7.79,1.59,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277365.74,7046301.32,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.00965690083,7055784.745863066,268840.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280830.0,7052000.0,30
274999.0,7044773.69,7.75,1.59,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277365.74,7046301.32,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.00965690083,7055784.745863066,268840.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280830.0,7052000.0,31
274999.0,7044773.69,7.75,1.59,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277361.24,7046310.25,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094374449,7055784.745451267,268850.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280840.0,7052000.0,32
274998.69,7044789.13,7.67,1.59,"[[274962, 7044967, 7.5], [274962, 7056617, 10.0]]",274959.78057095065,7053656.233954069,0.0,277352.19,7046328.08,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.00980558357,7055784.740120937,268860.0,7052000.0,10.0,0.0,"[[268500, 7052000, 10.0], [282500, 7052000, 10.0]]",280850.0,7052000.0,33
