ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,280000.0,7048000.0,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271573.8706714857,7054741.257299627,277500.0,7046000.0,9.0,1.88,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273350.3120543535,7055960.960479834,0
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279993.11,7048005.79,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271566.86575394083,7054746.903609267,277497.22,7046008.56,9.0,1.88,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273346.9736289585,7055969.287589188,1
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279979.32,7048017.36,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271552.8528475212,7054758.194878964,277494.44,7046017.12,9.0,1.88,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273343.6344428423,7055977.614344084,2
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279979.32,7048017.36,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271552.8528475212,7054758.194878964,277494.44,7046017.12,9.0,1.88,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273343.6344428423,7055977.614344084,3
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279965.52,7048028.92,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271538.8367386582,7054769.484630552,277491.66,7046025.68,9.0,1.89,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273340.22453698056,7055985.951576133,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279958.63,7048034.7,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271531.8351597681,7054775.12509118,277486.08,7046042.79,9.0,1.89,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273333.53985108325,7056002.600649133,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279958.63,7048034.7,9.0,2.44,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271531.8351597681,7054775.12509118,277483.27,7046051.34,9.0,1.89,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273330.1920458628,7056010.926199583,6
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279951.72,7048040.48,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271524.7731958319,7054780.740319638,277480.45,7046059.89,9.0,1.89,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273326.84060419945,7056019.2543716105,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279944.82,7048046.25,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271517.768874492,7054786.379855977,277477.62,7046068.43,9.0,1.89,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273323.4885040091,7056027.576410644,8
275000.0,7044580.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279937.91,7048052.02,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271510.7577127378,7054792.023339877,277474.76,7046076.97,9.0,1.9,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273320.05948814744,7056035.915086112,9
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,279924.08,7048063.54,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271496.73655327834,7054803.304259349,277471.88,7046085.49,9.0,1.9,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273316.69766170543,7056044.23389678,10
275000.0,7044600.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,279917.16,7048069.29,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271489.72657121596,7054808.9417149555,277468.98,7046094.01,9.0,1.9,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273313.3294091424,7056052.558348851,11
275000.0,7044610.0,10.0,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279903.29,7048080.77,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271475.6944746667,7054820.218966026,277466.06,7046102.53,9.0,1.91,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273309.8891278744,7056060.8934640875,12
275000.0,7044620.0,10.0,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279896.36,7048086.5,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271468.68574681005,7054825.850490976,277460.13,7046119.52,9.0,1.91,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273303.12740507897,7056077.536045108,13
275000.0,7044630.0,9.8,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279896.36,7048086.5,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271468.68574681005,7054825.850490976,277460.13,7046119.52,9.0,1.91,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273303.12740507897,7056077.536045108,14
275000.0,7044630.0,9.8,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279896.36,7048086.5,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271468.68574681005,7054825.850490976,277460.13,7046119.52,9.0,1.91,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273303.12740507897,7056077.536045108,15
275000.0,7044649.42,9.46,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279882.46,7048097.95,9.0,2.45,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271454.6454096921,7054837.124946459,277451.02,7046144.94,9.0,1.92,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273292.8752297547,7056102.507414358,16
275000.0,7044658.88,9.31,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279875.51,7048103.66,9.0,2.46,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271447.58876168885,7054842.721126955,277451.02,7046144.94,9.0,1.92,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273292.8752297547,7056102.507414358,17
274999.99,7044668.19,9.18,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279875.51,7048103.66,9.0,2.46,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271447.58876168885,7054842.721126955,277451.02,7046144.94,9.0,1.92,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273292.8752297547,7056102.507414358,18
274999.99,7044668.19,9.18,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,1.0,279861.58,7048115.06,9.0,2.46,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271433.5489287978,7054853.983739825,277441.65,7046170.26,9.0,1.93,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273282.57718055544,7056127.4643088505,19
274999.96,7044686.43,8.96,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,279861.58,7048115.06,9.0,2.46,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271433.5489287978,7054853.983739825,277441.65,7046170.26,9.0,1.93,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273282.57718055544,7056127.4643088505,20
274999.93,7044695.39,8.86,1.57,"[[274962, 7045017, 8.0], [274962, 7056617, 10.0]]",274970.75004514016,7054173.59078875,0.0,279854.61,7048120.75,9.0,2.46,"[[280000, 7048000, 9.0], [270000, 7056000, 9.0]]",271426.52973108785,7054859.612198163,277438.47,7046178.68,9.0,1.94,"[[277500, 7046000, 9.0], [272500, 7058000, 9.0]]",273279.0944274077,7056135.778616539,21
