ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,270007.66,7048006.43,10.0,0.7,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279370.3995988833,7055496.329425076,273003.09,7046009.51,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276794.74621226254,7057384.162359857,275000.0,7057990.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.98295781214,7046240.037397894,0
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,270015.32,7048012.86,10.0,0.7,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279378.1977721777,7055502.586701974,273009.27,7046028.53,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276801.0623476235,7057403.136986209,275000.0,7057970.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9829292171,7046240.037397844,1
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,270022.98,7048019.28,10.0,0.7,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279385.99158168485,7055508.8394268565,273012.36,7046038.04,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276804.22057730483,7057412.624244249,275000.0,7057970.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9829292171,7046240.037397844,2
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,270030.64,7048025.71,10.0,0.7,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279393.7901791718,7055515.096160858,273012.36,7046038.04,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276804.22057730483,7057412.624244249,275000.0,7057960.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9829148831,7046240.037397819,3
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,270038.31,7048032.14,10.0,0.7,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279401.59532415593,7055521.357203768,273015.45,7046047.55,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276807.37891546485,7057422.111465944,275000.0,7057950.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.98290052556,7046240.0373977935,4
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,270061.31,7048051.39,10.0,0.7,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279424.9873146467,7055540.117106416,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,275000.0,7057930.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9828717376,7046240.037397743,5
275000.0,7044560.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270068.99,7048057.8,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279432.7991090119,7055546.35814859,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,275000.0,7057910.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9828428533,7046240.037397693,6
275000.0,7044570.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270068.99,7048057.8,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279432.7991090119,7055546.35814859,273024.74,7046076.08,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276816.8574146447,7057450.5786340665,275000.0,7057910.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9828428533,7046240.037397693,7
275000.0,7044570.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270084.36,7048070.6,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279448.40271903516,7055558.866050427,273034.04,7046104.6,10.0,1.26,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276826.33534378075,7057479.039322394,275000.0,7057900.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.982828374,7046240.037397668,8
275000.0,7044590.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270084.36,7048070.6,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279448.40271903516,7055558.866050427,273037.14,7046114.11,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276829.50588157057,7057488.518505779,275000.0,7057880.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827993429,7046240.037398696,9
275000.0,7044600.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270092.05,7048076.99,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279456.20334505057,7055565.117720772,273040.25,7046123.61,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276832.66472527036,7057498.002224141,275000.0,7057880.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827993429,7046240.037398696,10
275000.0,7044610.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270107.45,7048089.74,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279471.80388288427,7055577.616952236,273043.36,7046133.12,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276835.8265224292,7057507.494957849,275000.0,7057870.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827847897,7046240.037398671,11
275000.0,7044620.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270115.16,7048096.11,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279479.6083825691,7055583.868777001,273046.48,7046142.62,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276838.98689274554,7057516.981500955,275000.0,7057860.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827702127,7046240.037398645,12
275000.01,7044630.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270122.88,7048102.47,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279487.41470960516,7055590.120819695,273049.59,7046152.12,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276842.145966854,7057526.465141348,275000.0,7057840.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827409846,7046240.037398593,13
275000.02,7044640.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270130.6,7048108.83,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279495.2211723167,7055596.372690086,273052.71,7046161.62,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276845.30647380016,7057535.951638784,275000.0,7057840.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827409846,7046240.037398593,14
275000.03,7044650.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270138.33,7048115.17,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279503.0248060236,7055602.620602711,273055.84,7046171.12,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276848.4683923614,7057545.440998051,275000.0,7057830.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827263335,7046240.0373985665,15
275000.04,7044660.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270138.33,7048115.17,10.0,0.69,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279503.0248060236,7055602.620602711,273055.84,7046171.12,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276848.4683923614,7057545.440998051,275000.0,7057830.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.9827263335,7046240.0373985665,16
275000.04,7044660.0,10.0,1.57,"[[274962, 7044967, 10.0], [275512, 7051517, 10.0], [274962, 7052067, 10.0], [274962, 7056567, 10.0]]",275000.0,7044500.0,0.0,270153.81,7048127.84,10.0,0.68,"[[270000, 7048000, 10.0], [280000, 7056000, 10.0]]",279518.6451977725,7055615.106108625,273062.09,7046190.12,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276854.7910509005,7057564.4167761495,275000.0,7057810.0,10.0,-1.57,"[[275000, 7058000, 10.0], [275000, 7046000, 10.0]]",274999.982696956,7046240.037398514,17
