ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276996.91,7046009.51,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273205.3544612279,7057384.172832316,279992.34,7048006.43,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270629.7211627567,7055496.3996422365,281980.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952771676,7052000.018816593,0
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276996.91,7046009.51,10.0,1.88,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273205.3544612279,7057384.172832316,279992.34,7048006.43,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270629.7211627567,7055496.3996422365,281980.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952771676,7052000.018816593,1
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276990.73,7046028.53,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273199.01290203014,7057403.151370104,279984.68,7048012.86,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270621.92207924474,7055502.655724019,281980.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952771676,7052000.018816593,2
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276990.73,7046028.53,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273199.01290203014,7057403.151370104,279977.02,7048019.28,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270614.12735738116,7055508.907252849,281970.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039527754,7052000.018832375,3
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276987.64,7046038.04,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273195.8535892457,7057412.638258959,279961.69,7048032.14,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270598.5217852735,7055521.422628059,281950.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395278281,7052000.018864031,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276984.55,7046047.55,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273192.6941665765,7057422.125109404,279946.36,7048044.97,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270582.9007543428,7055533.916747391,281950.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395278281,7052000.018864031,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,276984.55,7046047.55,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273192.6941665765,7057422.125109404,279946.36,7048044.97,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270582.9007543428,7055533.916747391,281950.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395278281,7052000.018864031,6
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,276978.36,7046066.57,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273186.373565494,7057441.1015598,279938.69,7048051.39,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270575.0988396464,7055540.171767391,281940.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395277974,7052000.018879904,7
275000.0,7044570.0,10.0,1.57,"[[274962, 7044967, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,276978.36,7046066.57,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273186.373565494,7057441.1015598,279923.33,7048064.2,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270559.495557,7055552.67748816,281920.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952787083,7052000.018911693,8
275000.0,7044570.0,10.0,1.57,"[[274962, 7044967, 8.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,276975.26,7046076.08,10.0,1.89,"[[277000, 7046000, 10.0], [273000, 7058000, 10.0]]",273183.2124004252,7057450.591163357,279915.64,7048070.6,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270551.68961549137,7055558.932470255,281910.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952790744,7052000.018927655,9
