ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048000.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11355999316,7053994.980610127,279977.02,7048019.28,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270614.12735738116,7055508.907252849,0
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048000.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11355999316,7053994.980610127,279977.02,7048019.28,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270614.12735738116,7055508.907252849,1
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048015.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1129228193,7054009.980610127,279969.36,7048025.71,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270606.32784677047,7055515.162787287,2
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048015.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1129228193,7054009.980610127,279961.69,7048032.14,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270598.5217852735,7055521.422628059,3
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048020.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1127099013,7054014.980610127,279954.03,7048038.56,10.0,2.44,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270590.7264319312,7055527.673348328,4
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048025.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1124967006,7054019.980610127,279946.36,7048044.97,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270582.9007543428,7055533.916747391,5
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048030.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.1122832482,7054024.980610126,279938.69,7048051.39,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270575.0988396464,7055540.171767391,6
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048035.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11206951184,7054029.980610126,279923.33,7048064.2,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270559.495557,7055552.67748816,7
275000.0,7044580.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048045.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11164123897,7054039.980610126,279915.64,7048070.6,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270551.68961549137,7055558.932470255,8
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,275000.0,7048045.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11164123897,7054039.980610126,279907.95,7048076.99,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270543.8881017066,7055565.182985806,9
275000.0,7044600.0,10.0,1.57,"[[275012, 7044967, 10.0], [275512, 7045467, 10.0], [275512, 7056117, 10.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,275000.0,7048055.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.11121189455,7054049.980610126,279900.25,7048083.37,10.0,2.45,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270536.08471304836,7055571.433661171,10
