ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277500.0,7046000.0,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.67913237034,7055784.846586392,270000.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,0
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277492.51,7046018.54,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7407076762,7055784.800904064,270009.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,1
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277492.51,7046018.54,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.7407076762,7055784.800904064,270027.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,2
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277485.01,7046037.09,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.770494773,7055784.799532324,270036.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,3
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277485.01,7046037.09,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.770494773,7055784.799532324,270036.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277481.25,7046046.35,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8021083755,7055784.774428352,270045.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,5
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277477.48,7046055.61,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8315984015,7055784.753209585,270045.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,6
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277473.69,7046064.87,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8567823793,7055784.739794564,270054.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,7
275000.0,7044580.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277466.06,7046083.36,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8839036067,7055784.737370965,270072.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,8
275000.0,7044590.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,277466.06,7046083.36,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8839036067,7055784.737370965,270081.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,9
275000.0,7044600.0,10.0,1.57,"[[274962, 7044967, 10.0], [274962, 7056617, 10.0]]",275000.0,7044500.0,0.0,277462.21,7046092.59,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9078822239,7055784.723289914,270090.0,7052000.0,9.0,0.0,"[[270000, 7052000, 9.0], [280000, 7052000, 9.0]]",279756.0,7052000.0,10
